web-scraper-order,web-scraper-start-url,pages,links,links-href,title,description ,application open date,application closed date
1665479394-1093,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Agilent Scholarship for Women in STEM,https://scholarships.unimelb.edu.au/awards/agilent-scholarship-for-women-in-stem,Agilent Scholarship for Women in STEM,"This scholarship, worth approximately $20,000, supports graduate coursework students who identify as female and are experiencing disadvantaged circumstances enrolled in the Faculty of Engineering and Information Technology.",29-Jul-22,16-Aug-22
1665479397-1094,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Kate Flowers Memorial Scholarship,https://scholarships.unimelb.edu.au/awards/kate-flowers-memorial-scholarship,Kate Flowers Memorial Scholarship,"This scholarship supports students who have completed at least one year of full-time study of violin, viola or cello who have an ambition to  make music their career. Shortlisted applicants are invited to submit a recording of their playing and attend an online interview.",14-Feb-22,28-Mar-22
1665479400-1095,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Gowrie Scholarship,https://scholarships.unimelb.edu.au/awards/gowrie-scholarship,Gowrie Scholarship,"Available to graduate research students who are members or lineal descendants of members of the Australian Defence Force, this scholarship offers an annual allowance of up to $5000 for up to two years.",1-Sep-17,25-Jan-18
1665479402-1096,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Sir John and Lady Higgins Research Scholarship,https://scholarships.unimelb.edu.au/awards/sir-john-and-lady-higgins-research-scholarship,Sir John and Lady Higgins Research Scholarship,"This scholarship was established with a bequest from Sir John Michael Higgins, and is offered to students undertaking research in the fields of chemistry and biochemistry directly relating to the study and development of pastoral and agricultural industries.",1-Jul-22,31-Oct-22
1665479405-1097,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Emma Grollo Memorial Scholarship,https://scholarships.unimelb.edu.au/awards/the-emma-grollo-memorial-scholarship,Emma Grollo Memorial Scholarship,This scholarship is to help students of Italian language or literature to pursue their studies at an Italian university or another approved institution. Applications are encouraged from students in the Italian program of the School of Languages and Linguistics. The selection committee may give preference to students undertaking or planning to undertake honours or graduate study in Italian.,16-May-22,27-Jun-22
1665479407-1098,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Macartney Faculty Arts Scholarship at Queen's College,https://scholarships.unimelb.edu.au/awards/macartney-faculty-arts,Macartney Faculty Arts Scholarship at Queen's College,"This entrance scholarship supports an Arts student who shows academic promise with 15 per cent fee remission at Queen's College, and is based on a bequest by Keith Macartney, who was taught English Language and Drama at the University of Melbourne.",21-Aug-20,10-Jan-21
1665479410-1099,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,AJ Roberts Scholarship at Queen's College,https://scholarships.unimelb.edu.au/awards/aj-roberts-scholarship,AJ Roberts Scholarship at Queen's College,This scholarship supports a male student from Wesley College.,21-Aug-20,10-Jan-21
1665479415-1100,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,EJ Roberts Scholarship at Queen's College,https://scholarships.unimelb.edu.au/awards/ej-roberts-scholarship,EJ Roberts Scholarship at Queen's College,"This scholarship supports a female student from Methodist Ladies' College. Worth $2500 in college fee remission at Queen's College, it was established by Miss Jean Roberts in memory of her father.",21-Aug-20,10-Jan-21
1665479419-1101,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Tobacco Control - Top Up Scholarship,https://scholarships.unimelb.edu.au/awards/tobacco-control-top-up-scholarship,Tobacco Control - Top Up Scholarship,"The Population Interventions Unit, headed by Professor Tony Blakely, in the Centre for Epidemiology and Biostatistics, has a top up PhD scholarship available for 2022. The PhD research project will delve into the health gains and cost impacts of endgame strategies, alternative nicotine delivery systems, tax inequality and Indigenous Australian impacts, in Australia, New Zealand, and the East Asia and the Pacific region.",14-Apr-22,31-May-22
1665479423-1102,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Healthy Housing - Top Up Scholarship,https://scholarships.unimelb.edu.au/awards/healthy-housing-top-up-scholarship,Healthy Housing - Top Up Scholarship,"The Population Interventions Unit, headed by Professor Tony Blakely, in the Centre for Epidemiology and Biostatistics has a top up PhD scholarship available for 2022. The PhD research project will involve modelling the impacts of housing interventions (e.g. mould, indoor temperature, etc.).",14-Apr-22,31-May-22
1665479426-1103,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Warren Thornton Memorial Scholarship,https://scholarships.unimelb.edu.au/awards/warren-thornton-memorial-scholarship,Warren Thornton Memorial Scholarship,"This scholarship was established by Ms Betty Thornton to commemorate her brother (George) Warren Thornton (1929-2012), who farmed at Tallygaroopna and was active in the Goulburn Valley community. The donor has a preference for the awardee to be an undergraduate student, from the Goulburn Valley, with an interest in pursuing a career in the dairy industry. Such interest could extend to pasture production, cow nutrition, reproduction and health, calf management, milk harvesting and processing, agribusiness, dairy product marketing, and governance of the dairy industry.

If you are from the Goulburn Valley, commencing or currently studying a Bachelor of Agriculture, and can demonstrate an interest in dairy production, this scholarship could assist you financially with study and living expenses.",1-Jan-23,8-Mar-23
1665479429-1104,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Emeritus Scholarship,https://scholarships.unimelb.edu.au/awards/emeritus-scholarship,Emeritus Scholarship,This scholarship is awarded on the basis of financial need to continuing domestic female undergraduate students residing at University College studying Biomedicine or Science with the hope of becoming a doctor.,19-Aug-18,31-Jan-19
1665479432-1105,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Rosemary and John Hopkins Award,https://scholarships.unimelb.edu.au/awards/rosemary-and-john-hopkins-award,Rosemary and John Hopkins Award,"This scholarship supports conductors who are current  or former students at the Faculty of Fine Arts and Music in helping with a youth or community music project.
The successful project, ideally to be completed within 12 months from receiving the Award, should be creatively conceived and may be undertaken in partnership with other youth or community organisation(s) such as orchestra, ensemble, choir or school. It is intended that recipients of the Award would gain high level practical experience, develop a commitment to and a greater understanding of community and youth music projects and their possibilities to improve society and disadvantaged communities. These attributes very much reflect the vision and values of John Hopkins, so it is a very fitting memory of his life and achievements.

As part of the Award, the successful candidate may be given the opportunity to conduct a work with the High School Conducting Academy on Sunday 19 June 2022.",28-Mar-22,25-Apr-22
1665479434-1106,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Marginson Prize,https://scholarships.unimelb.edu.au/awards/marginson-prize,Marginson Prize,"This scholarship is awarded to a final year Master of Urban Horticulture student who has completed study in the discipline of urban park management, on the basis of demonstrated academic merit.",No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665479437-1107,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Pratt Bursaries,https://scholarships.unimelb.edu.au/awards/pratt-bursaries,Pratt Bursaries,This scholarship is for second-year undergraduate full-time students of Theatre who are Australian citizens and who completed first year.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665479439-1108,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Jim Marks Postgraduate Scholarship,https://scholarships.unimelb.edu.au/awards/jim-marks-postgraduate-scholarship,Jim Marks Postgraduate Scholarship,"This scholarship, worth up to $10,000, supports outstanding postgraduate students demonstrating financial need and enrolled in any discipline in the Faculty of Fine Arts and Music. Funding from the Jim Marks typically supports a specific project or purpose; such as residencies, short films, research intensives, masterclasses, developing scripts, solo exhibitions. These can be overseas or local.  Shortlisted applicants will be called for a short interview with the selection committee.",28-Mar-22,25-Apr-22
1665479443-1109,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Hemmy Faculty Science Scholarship at Queen's College,https://scholarships.unimelb.edu.au/awards/hemmy-faculty-science,Hemmy Faculty Science Scholarship at Queen's College,"This entrance scholarship supports a Bachelor of Science student who shows academic promise with 15 per cent fee remission at Queen's College, and is based on a bequest from Prof. A. S. Hemmy.",21-Aug-20,10-Jan-21
