web-scraper-order,web-scraper-start-url,links,links-href,title,description ,application status 
1665919616-80,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash University Indonesia Scholarship

				
			
		
			
We are very pleased to offer a range of scholarships for our programs at Monash University,…			
            
            
	    
        
            
                    Applications:  27 Mar 2022 for the May 2022 intake and 13 Aug 2022 for the Oct 2022 intake
                    Number offered:  Variable",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-indonesia-scholarship-6170%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-indonesia-scholarship-6170%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=9%2BW5pnib1kvolLp%2Bn6y1RA&profile=_default&rank=146&query=%21padrenull,Monash University Indonesia Scholarship,"We are very pleased to offer a range of scholarships for our programs at Monash University, Indonesia. If you are a domestic Indonesian student who has a Monash University, Indonesia full course offer, or if you are currently enrolled in Monash University, Indonesia Monash English Bridging (MEB), you may be eligible for one of those scholarships.",27 Mar 2022 for the May 2022 intake and 13 Aug 2022 for the Oct 2022 intake
1665919620-81,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash University - Museums Victoria PhD Research Scholarship

				
			
		
			
The Robert Blackwood partnership is a collaboration between Monash University and Museums Victoria…			
            
            
	    
        
            
                    Applications:  31 October each year
                    Total scholarship value: $5,000 per annum
                    Number offered:  2",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmmv-phd-scholarship%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmmv-phd-scholarship%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=5fN36o5csuruTYlaY%2B27Pw&profile=_default&rank=145&query=%21padrenull,Monash University - Museums Victoria PhD Research Scholarship,The Robert Blackwood partnership is a collaboration between Monash University and Museums Victoria to encourage and facilitate new research project ideas and initiatives that lead to high impact collaborations and significant external funding.,31 October each year
1665919625-82,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash University - Museums Victoria Honours Research Scholarship

				
			
		
			
The Robert Blackwood partnership is a collaboration between Monash University and Museums Victoria…			
            
            
	    
        
            
                    Applications:  1 March
                    Total scholarship value: between $500 to $1500
                    Number offered:  2",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmmv-honours-research-scholarship%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmmv-honours-research-scholarship%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=XyFB0zg%2FMa%2BX9D3taMk%2FWw&profile=_default&rank=144&query=%21padrenull,Monash University - Museums Victoria Honours Research Scholarship,"The Robert Blackwood partnership is a collaboration between Monash University and Museums Victoria to encourage and facilitate new research project ideas and initiatives that lead to high impact collaborations and significant external funding. As part of this partnership, eligible honours students can apply for a scholarship to cover costs related to the project.",1-Mar
1665919630-83,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash Silver Jubilee PhD Scholarship

				
			
		
			
The Monash Silver Jubilee Scholarship (MSJS) is available to help support a student with living…			
            
            
	    
        
            
                    Applications:  closes 31 October each year
                    Total scholarship value: Up to $36,200
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-silver-jubilee-phd-scholarship%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-silver-jubilee-phd-scholarship%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=4vka9LaWNdshjnB%2F3uyAHw&profile=_default&rank=143&query=%21padrenull,Monash Silver Jubilee PhD Scholarship,The Monash Silver Jubilee Scholarship (MSJS) is available to help support a student with living costs whilst studying at Monash.  It is awarded each year to different faculties by rotation.,closes 31 October each year
1665919633-84,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash Resident Scholarships

				
			
		
			
If you are experiencing educational disadvantage, but thought living on campus was too expensive,…			
            
            
	    
        
            
                    Applications:  1 Aug - 7 Oct 2022
                    Total scholarship value: up to $14,000
                    Number offered:  5 available",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-resident-scholarships-7003%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-resident-scholarships-7003%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=Pul4Psk%2B5hGQPZd0JF%2FYog&profile=_default&rank=142&query=%21padrenull,Monash Resident Scholarships,"If you are experiencing educational disadvantage, but thought living on campus was too expensive, you may be eligible for assistance with accommodation costs. This scholarship supports students who are Indigenous Australians, experiencing low income, from a regional or remote area or seeking asylum in Australia to live at Monash Residential Services. You can live on campus and enjoy the care, support and enrichment needed so that you can focus on your studies.",1 Aug - 7 Oct 2022
1665919637-85,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash Relocation Scholarship

				
			
		
			
Are you from a regional or remote area of Australia? If you are planning to relocate from your home …			
            
            
	    
        
            
                    Applications:  1 Aug - 7 Oct 2022
                    Total scholarship value: $6000
                    Number offered:  250 per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-relocation-scholarship-7002%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-relocation-scholarship-7002%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=iNxG48GRHR6U1pvpaSw2sQ&profile=_default&rank=141&query=%21padrenull,Monash Relocation Scholarship,"Are you from a regional or remote area of Australia? If you are planning to relocate from your home to move closer to a Monash campus, you may be eligible for a Monash Relocation Scholarship. Recipients will receive $6000 to assist with moving costs.",1 Aug - 7 Oct 2022
1665919641-86,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash Queer Leaders Scholarship

				
			
		
			
The Monash Queer Leaders Scholarship recognises the efforts of a Monash student who contributes to…			
            
            
	    
        
            
                    Applications:  3 Jan - 16 Feb 2023
                    Total scholarship value: $6000 for one year only
                    Number offered:  One scholarship per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-queer-leaders-scholarship-5788%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-queer-leaders-scholarship-5788%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=HEqW7qDoFOZyFj%2Bg%2BLlhtA&profile=_default&rank=140&query=%21padrenull,Monash Queer Leaders Scholarship,The Monash Queer Leaders Scholarship recognises the efforts of a Monash student who contributes to an inclusive culture and assists in promoting awareness and understanding of issues that may affect people of diverse genders and sexualities.,3  Jan - 16 Feb 2023
1665919645-87,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash PSA Insurance Medical Science Scholarship

				
			
		
			
This scholarship, donated by PSA Insurance, is for a student undertaking the Bachelor of Medical…			
            
            
	    
        
            
                    Applications:  Applications close Tuesday 18 October 2022
                    Total scholarship value: Up to $25,000
                    Number offered:  Two per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-psa-insurance-medical-science-scholarship-5678Z%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-psa-insurance-medical-science-scholarship-5678Z%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=TFnvWRCuuN0nYxuLVYfUsQ&profile=_default&rank=139&query=%21padrenull,Monash PSA Insurance Medical Science Scholarship,"This scholarship, donated by PSA Insurance, is for a student undertaking the Bachelor of Medical Sciences (Honours) who would like to become a mentor to junior medical students residing in Monash Residential Halls or Mannix College. Preference is given to students living in a regional or remote area of Victoria.",Applications close Tuesday 18 October 2022
1665919650-88,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash Peer Mentoring Leaders Scholarship

				
			
		
			
The Peer Mentoring Leaders Scholarship is awarded to Monash Peer Mentoring Coordinators each year…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: up to $6,000
                    Number offered:  20",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-peer-mentoring-leaders-scholarship-7104%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-peer-mentoring-leaders-scholarship-7104%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=m9lHy4m%2B5Ga%2FS00p9tskFg&profile=_default&rank=138&query=%21padrenull,Monash Peer Mentoring Leaders Scholarship,"The Peer Mentoring Leaders Scholarship is awarded to Monash Peer Mentoring Coordinators each year in recognition of their service and leadership in the peer mentoring community. Peer Mentoring Coordinators work closely with the Faculty and Portfolio of the Deputy Vice-Chancellor (Education) to manage key aspects of the program, and ensure that it meets the needs of mentors and mentees. Peer Mentoring Coordinators are involved in shaping the Peer Mentoring program and help build engagement within the Peer Mentoring community.",See how to apply
1665919658-89,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash Mentor Scholarships

				
			
		
			
The Monash Mentor Scholarship is designed to recognise excellence of students participating in the…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $3,000
                    Number offered:  Variable depending on funding",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2FMonash-Mentor-Scholarships-7001%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2FMonash-Mentor-Scholarships-7001%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=SsI4AChXXUe65EKOvIb4ZQ&profile=_default&rank=137&query=%21padrenull,Monash Mentor Scholarships,"The Monash Mentor Scholarship is designed to recognise excellence of students participating in the Access Monash Mentoring program. Mentors have the opportunity to develop key employability skills, while mentoring secondary school students from under-represented communities.",See how to apply
